restaurant_name,city,locality,cuisines,cost,currency,price_range,rating,votes,cost_bucket,primary_cuisine
Kalpana Restaurant,new delhi,Janpath,"north indian, chinese, mughlai",500,Indian Rupees(Rs.),2,3.2,40,Medium,north indian
Meenas,new delhi,Janpath,"north indian, chinese",550,Indian Rupees(Rs.),2,2.9,7,Medium,north indian
Pizza Hut,new delhi,Janpath,"italian, pizza, fast food",1000,Indian Rupees(Rs.),3,3.4,116,High,italian
Prince Chaat Corner,new delhi,Janpath,street food,150,Indian Rupees(Rs.),1,3.2,12,Low,street food
Rajeev Restaurant,new delhi,Janpath,north indian,200,Indian Rupees(Rs.),1,3.0,5,Low,north indian
RSVP,new delhi,Janpath,finger food,3000,Indian Rupees(Rs.),4,2.7,16,High,finger food
Samridhi,new delhi,Janpath,"kerala, south indian",350,Indian Rupees(Rs.),1,3.2,85,Medium,kerala
Shan E Dilli,new delhi,Janpath,north indian,400,Indian Rupees(Rs.),1,3.0,7,Medium,north indian
Svasti Cafe,new delhi,Janpath,"north indian, fast food, bihari",800,Indian Rupees(Rs.),2,3.1,6,High,north indian
The Zest,new delhi,Janpath,"north indian, continental",1100,Indian Rupees(Rs.),3,3.2,11,High,north indian
Masala Library,new delhi,Janpath,modern indian,5000,Indian Rupees(Rs.),4,4.9,408,High,modern indian
Bhogal Chole Bhature Wala,new delhi,Janpath,street food,150,Indian Rupees(Rs.),1,3.8,47,Low,street food
Bunta Bar,new delhi,Janpath,"modern indian, north indian",1200,Indian Rupees(Rs.),3,3.9,450,High,modern indian
Cafe Coffee Day The Square,new delhi,Janpath,cafe,700,Indian Rupees(Rs.),2,3.7,49,High,cafe
Cottage Cafí© by Smoothie factory,new delhi,Janpath,"cafe, desserts, healthy food, juices",650,Indian Rupees(Rs.),2,3.7,223,Medium,cafe
Depaul's,new delhi,Janpath,fast food,200,Indian Rupees(Rs.),1,3.7,475,Low,fast food
Fresc Co,new delhi,Janpath,"italian, mediterranean",1900,Indian Rupees(Rs.),3,3.8,1347,High,italian
Informal,new delhi,Janpath,"north indian, spanish, mediterranean",1200,Indian Rupees(Rs.),3,3.9,555,High,north indian
Lutyens Cocktail House,new delhi,Janpath,"north indian, lebanese, european, mexican",2100,Indian Rupees(Rs.),4,3.9,299,High,north indian
McDonald's,new delhi,Janpath,"fast food, burger",500,Indian Rupees(Rs.),2,3.8,158,Medium,fast food
Office Office,new delhi,Janpath,"north indian, continental",1200,Indian Rupees(Rs.),3,3.9,291,High,north indian
Pappu Chat Bhandar,new delhi,Janpath,street food,150,Indian Rupees(Rs.),1,3.5,19,Low,street food
The Beer Cafe,new delhi,Janpath,"finger food, north indian",1250,Indian Rupees(Rs.),3,3.6,1058,High,finger food
The Masala Trail,new delhi,Janpath,"north indian, south indian, street food",800,Indian Rupees(Rs.),2,3.9,303,High,north indian
Chill House Kafe,new delhi,Janpath,cafe,250,Indian Rupees(Rs.),1,0.0,1,Low,cafe
Connoisseur,new delhi,Janpath,bakery,400,Indian Rupees(Rs.),1,0.0,0,Medium,bakery
Mahesh Chaat Corner,new delhi,Janpath,"chinese, fast food, pizza",250,Indian Rupees(Rs.),1,0.0,0,Low,chinese
Pind Balluchi,new delhi,Janpath,"north indian, mughlai",1000,Indian Rupees(Rs.),3,0.0,3,High,north indian
Queen's Way,new delhi,Janpath,"north indian, mughlai",500,Indian Rupees(Rs.),2,0.0,2,Medium,north indian
Sea Lord,new delhi,Janpath,"north indian, south indian",250,Indian Rupees(Rs.),1,0.0,3,Low,north indian
52 Janpath,new delhi,Janpath,"american, italian, north indian, european, thai",1550,Indian Rupees(Rs.),3,4.2,361,High,american
Cafe Southall,new delhi,Janpath,"north indian, italian, continental, asian",1350,Indian Rupees(Rs.),3,4.2,162,High,north indian
Saravana Bhavan,new delhi,Janpath,south indian,500,Indian Rupees(Rs.),2,4.2,1869,Medium,south indian
Tourist Janpath,new delhi,Janpath,"north indian, american, chinese",2000,Indian Rupees(Rs.),4,4.1,501,High,north indian
Cafe Coffee Day,new delhi,Jasola,cafe,450,Indian Rupees(Rs.),1,3.1,23,Medium,cafe
Cafe Punjabi,new delhi,Jasola,north indian,300,Indian Rupees(Rs.),1,3.3,33,Medium,north indian
Chai Garam,new delhi,Jasola,"beverages, fast food",300,Indian Rupees(Rs.),1,2.9,6,Medium,beverages
Chai Shots,new delhi,Jasola,"beverages, fast food",200,Indian Rupees(Rs.),1,3.0,15,Low,beverages
Chao Cart,new delhi,Jasola,chinese,400,Indian Rupees(Rs.),1,3.1,4,Medium,chinese
Deli Belly,new delhi,Jasola,"north indian, italian, continental",1000,Indian Rupees(Rs.),3,2.6,49,High,north indian
Ego,new delhi,Jasola,"continental, italian",800,Indian Rupees(Rs.),2,3.3,14,High,continental
Fresh n Refresh,new delhi,Jasola,fast food,500,Indian Rupees(Rs.),2,2.8,22,Medium,fast food
Jack Po!tato's,new delhi,Jasola,fast food,150,Indian Rupees(Rs.),1,3.3,15,Low,fast food
Moti Mahal Delux,new delhi,Jasola,"north indian, mughlai",950,Indian Rupees(Rs.),2,2.8,26,High,north indian
Pizza Hut Delivery,new delhi,Jasola,"italian, pizza, fast food",800,Indian Rupees(Rs.),2,2.5,47,High,italian
Riviera,new delhi,Jasola,"continental, north indian, chinese, mughlai, asian",1000,Indian Rupees(Rs.),3,3.2,8,High,continental
Subway,new delhi,Jasola,"american, fast food, salad, healthy food",500,Indian Rupees(Rs.),2,2.8,67,Medium,american
Tamura,new delhi,Jasola,japanese,1500,Indian Rupees(Rs.),3,3.3,19,High,japanese
ANF Kitchen Express,new delhi,Jasola,"north indian, fast food",450,Indian Rupees(Rs.),1,3.5,49,Medium,north indian
Mumu Dahlin,new delhi,Jasola,"continental, north indian, chinese, cafe",1000,Indian Rupees(Rs.),3,3.8,92,High,continental
Startup Cafe,new delhi,Jasola,cafe,500,Indian Rupees(Rs.),2,3.7,78,Medium,cafe
Starvin' Marvin,new delhi,Jasola,"italian, mexican, lebanese, continental",600,Indian Rupees(Rs.),2,3.8,170,Medium,italian
Wok On Wheels,new delhi,Jasola,chinese,550,Indian Rupees(Rs.),2,3.8,80,Medium,chinese
Chai Mantra,new delhi,Jasola,"fast food, beverages",200,Indian Rupees(Rs.),1,0.0,3,Low,fast food
Sagar Ratna,new delhi,Jasola,"south indian, north indian, chinese",600,Indian Rupees(Rs.),2,2.4,76,Medium,south indian
Paatra - Jaypee Siddharth,new delhi,"Jaypee Siddharth, Rajendra Place",north indian,3500,Indian Rupees(Rs.),4,3.4,120,High,north indian
Eggspectation - Jaypee Siddharth,new delhi,"Jaypee Siddharth, Rajendra Place","european, continental, north indian",3000,Indian Rupees(Rs.),4,3.5,202,High,european
Ano Tai - Jaypee Vasant Continental,new delhi,"Jaypee Vasant Continental, Vasant Vihar",chinese,2500,Indian Rupees(Rs.),4,3.4,64,High,chinese
Tapas - Jaypee Vasant Continental,new delhi,"Jaypee Vasant Continental, Vasant Vihar",north indian,3000,Indian Rupees(Rs.),4,3.2,24,High,north indian
The Old Baker - Jaypee Vasant Continental,new delhi,"Jaypee Vasant Continental, Vasant Vihar",bakery,500,Indian Rupees(Rs.),2,3.3,17,Medium,bakery
Eggspectation - Jaypee Vasant Continental,new delhi,"Jaypee Vasant Continental, Vasant Vihar","european, continental, north indian",3000,Indian Rupees(Rs.),4,3.6,162,High,european
Paatra - Jaypee Vasant Continental,new delhi,"Jaypee Vasant Continental, Vasant Vihar","north indian, mughlai",2500,Indian Rupees(Rs.),4,3.5,79,High,north indian
Ambarsaria by Gourmet Affaire's,new delhi,"JMD Kohinoor Mall, Greater Kailash",fast food,400,Indian Rupees(Rs.),1,3.1,43,Medium,fast food
August Moon,new delhi,"JMD Kohinoor Mall, Greater Kailash","chinese, thai",1250,Indian Rupees(Rs.),3,2.8,142,High,chinese
Keventers,new delhi,"JMD Kohinoor Mall, Greater Kailash",beverages,400,Indian Rupees(Rs.),1,3.3,10,Medium,beverages
Moets Curry Leaf Express,new delhi,"JMD Kohinoor Mall, Greater Kailash","north indian, mughlai",900,Indian Rupees(Rs.),2,3.2,23,High,north indian
Natural Ice Cream,new delhi,"JMD Kohinoor Mall, Greater Kailash",ice cream,150,Indian Rupees(Rs.),1,4.5,665,Low,ice cream
"34, Chowringhee Lane",new delhi,JNU,fast food,300,Indian Rupees(Rs.),1,3.2,15,Medium,fast food
Qureshi,new delhi,JNU,"north indian, fast food",350,Indian Rupees(Rs.),1,3.0,27,Medium,north indian
Shree Ram Sweet Centre,new delhi,JNU,"mithai, street food",150,Indian Rupees(Rs.),1,2.7,13,Low,mithai
Teflas,new delhi,JNU,"north indian, chinese",300,Indian Rupees(Rs.),1,3.4,53,Medium,north indian
The Viraj Food Zone,new delhi,JNU,"north indian, chinese",500,Indian Rupees(Rs.),2,3.2,29,Medium,north indian
RollsKing,new delhi,JNU,fast food,300,Indian Rupees(Rs.),1,3.5,14,Medium,fast food
Secular House Canteen,new delhi,JNU,"north indian, mughlai, chinese",600,Indian Rupees(Rs.),2,3.8,414,Medium,north indian
Amul Ice-Cream Parlour,new delhi,JNU,ice cream,200,Indian Rupees(Rs.),1,0.0,1,Low,ice cream
Sunny Restaurant & Tiffin,new delhi,JNU,north indian,400,Indian Rupees(Rs.),1,0.0,0,Medium,north indian
Kerala Cafe,new delhi,JNU,"north indian, south indian",150,Indian Rupees(Rs.),1,2.3,44,Low,north indian
Veer Jee Restaurant,new delhi,Jor Bagh,"north indian, mughlai",450,Indian Rupees(Rs.),1,3.1,35,Medium,north indian
Oval Bar - JW Marriott New Delhi,new delhi,JW Marriott New Delhi,finger food,4500,Indian Rupees(Rs.),4,3.3,15,High,finger food
Bakey Wish,new delhi,Kailash Colony,"bakery, desserts",300,Indian Rupees(Rs.),1,3.0,6,Medium,bakery
Bikaner Namkeen Bhandar,new delhi,Kailash Colony,"mithai, street food",150,Indian Rupees(Rs.),1,3.1,9,Low,mithai
Chhole Bhature Corner,new delhi,Kailash Colony,north indian,150,Indian Rupees(Rs.),1,3.3,21,Low,north indian
Fresh n Frozen,new delhi,Kailash Colony,"raw meats, fast food",200,Indian Rupees(Rs.),1,3.1,9,Low,raw meats
Pind Punjabi,new delhi,Kailash Colony,north indian,500,Indian Rupees(Rs.),2,3.0,4,Medium,north indian
Sanjha Chulha,new delhi,Kailash Colony,"north indian, mughlai",700,Indian Rupees(Rs.),2,3.1,13,High,north indian
Shaan e Punjab,new delhi,Kailash Colony,"north indian, mughlai",600,Indian Rupees(Rs.),2,3.1,21,Medium,north indian
Cafe 27,new delhi,Kailash Colony,"north indian, chinese, italian",1550,Indian Rupees(Rs.),3,3.6,455,High,north indian
MR.D - Deliciousness Delivered,new delhi,Kailash Colony,"north indian, italian, chinese",700,Indian Rupees(Rs.),2,3.5,367,High,north indian
Pita Pit,new delhi,Kailash Colony,"healthy food, salad",600,Indian Rupees(Rs.),2,3.8,540,Medium,healthy food
Al-Malik Chicken Point,new delhi,Kailash Colony,"north indian, mughlai",400,Indian Rupees(Rs.),1,0.0,1,Medium,north indian
Amul Sweets & Bakery,new delhi,Kailash Colony,"north indian, south indian, chinese, fast food, bakery, mithai",300,Indian Rupees(Rs.),1,0.0,0,Medium,north indian
Elements - Mapple Express,new delhi,Kailash Colony,"north indian, continental, chinese",1200,Indian Rupees(Rs.),3,0.0,0,High,north indian
Food 24,new delhi,Kailash Colony,"north indian, mughlai",400,Indian Rupees(Rs.),1,0.0,1,Medium,north indian
Food Corner,new delhi,Kailash Colony,north indian,100,Indian Rupees(Rs.),1,0.0,0,Low,north indian
Food Master's Galley,new delhi,Kailash Colony,"north indian, chinese",150,Indian Rupees(Rs.),1,0.0,2,Low,north indian
Habibi Express,new delhi,Kailash Colony,"lebanese, arabian, moroccan",900,Indian Rupees(Rs.),2,0.0,0,High,lebanese
Hide Out Cafe,new delhi,Kailash Colony,"cafe, chinese, italian",700,Indian Rupees(Rs.),2,0.0,1,High,cafe
Moriarty Delivers,new delhi,Kailash Colony,fast food,400,Indian Rupees(Rs.),1,0.0,0,Medium,fast food
Big Chill,new delhi,Kailash Colony,"italian, continental, european, cafe",1500,Indian Rupees(Rs.),3,4.4,1521,High,italian
Maxims Pastry Shop,new delhi,Kailash Colony,"bakery, desserts, fast food, beverages",300,Indian Rupees(Rs.),1,4.2,729,Medium,bakery
Uncultured Cafe & Bar,new delhi,Kailash Colony,"continental, chinese, italian, finger food",1500,Indian Rupees(Rs.),3,4.3,90,High,continental
2 Nice 2 Slice,new delhi,Kalkaji,"bakery, desserts",1750,Indian Rupees(Rs.),3,3.2,17,High,bakery
Aggarwal Bikaneri Sweets,new delhi,Kalkaji,"mithai, street food",250,Indian Rupees(Rs.),1,2.9,11,Low,mithai
Aggarwal Sweet Corner & Restaurant,new delhi,Kalkaji,"north indian, south indian, chinese, mithai",300,Indian Rupees(Rs.),1,2.6,38,Medium,north indian
Aggarwal Sweets India,new delhi,Kalkaji,"mithai, street food",100,Indian Rupees(Rs.),1,2.8,9,Low,mithai
Aggarwal's Sweets Paradise,new delhi,Kalkaji,"mithai, north indian, south indian, street food",300,Indian Rupees(Rs.),1,2.7,16,Medium,mithai
Aggarwal's Sweets,new delhi,Kalkaji,"mithai, street food",150,Indian Rupees(Rs.),1,2.9,7,Low,mithai
Anna Ka Dosa,new delhi,Kalkaji,south indian,200,Indian Rupees(Rs.),1,3.4,41,Low,south indian
Big Chow Xpress,new delhi,Kalkaji,"chinese, north indian",550,Indian Rupees(Rs.),2,2.6,58,Medium,chinese
Bikaner Sweets & Namkeen,new delhi,Kalkaji,"mithai, street food",200,Indian Rupees(Rs.),1,2.9,4,Low,mithai
Cafe Coffee Day,new delhi,Kalkaji,cafe,450,Indian Rupees(Rs.),1,2.9,33,Medium,cafe
Cake Plaza,new delhi,Kalkaji,"bakery, desserts, fast food",200,Indian Rupees(Rs.),1,3.1,28,Low,bakery
Crispy Tokri,new delhi,Kalkaji,street food,200,Indian Rupees(Rs.),1,3.1,100,Low,street food
De Royale Food's,new delhi,Kalkaji,"north indian, chinese",550,Indian Rupees(Rs.),2,3.2,22,Medium,north indian
Faasos,new delhi,Kalkaji,"north indian, fast food",600,Indian Rupees(Rs.),2,3.0,4,Medium,north indian
Fouji Da Vaishno Dhaba,new delhi,Kalkaji,north indian,400,Indian Rupees(Rs.),1,2.9,14,Medium,north indian
Fun Bytes,new delhi,Kalkaji,fast food,250,Indian Rupees(Rs.),1,2.5,13,Low,fast food
G's Patisserie,new delhi,Kalkaji,"bakery, desserts",600,Indian Rupees(Rs.),2,2.8,8,Medium,bakery
Giani,new delhi,Kalkaji,"ice cream, desserts",400,Indian Rupees(Rs.),1,3.2,17,Medium,ice cream
Gopals 56,new delhi,Kalkaji,"ice cream, desserts",200,Indian Rupees(Rs.),1,3.2,8,Low,ice cream
Green Chick Chop,new delhi,Kalkaji,"raw meats, north indian, fast food",350,Indian Rupees(Rs.),1,3.2,26,Medium,raw meats
Heaven's Kitchen,new delhi,Kalkaji,"north indian, mughlai, chinese",500,Indian Rupees(Rs.),2,3.3,85,Medium,north indian
Heavens Food Corner,new delhi,Kalkaji,"north indian, mughlai, chinese",500,Indian Rupees(Rs.),2,2.8,14,Medium,north indian
Just Kababs,new delhi,Kalkaji,"fast food, north indian",250,Indian Rupees(Rs.),1,3.4,25,Low,fast food
Keventers,new delhi,Kalkaji,beverages,400,Indian Rupees(Rs.),1,3.2,10,Medium,beverages
Komal Kitchen,new delhi,Kalkaji,north indian,250,Indian Rupees(Rs.),1,2.8,7,Low,north indian
Kwality Sweets & Restaurant,new delhi,Kalkaji,south indian,250,Indian Rupees(Rs.),1,2.9,10,Low,south indian
Mehak Food Corner,new delhi,Kalkaji,north indian,350,Indian Rupees(Rs.),1,3.2,87,Medium,north indian
Mr. Sub,new delhi,Kalkaji,fast food,400,Indian Rupees(Rs.),1,3.2,57,Medium,fast food
Muradabadi Shahi Biryani & Chicken Corner,new delhi,Kalkaji,"north indian, biryani",450,Indian Rupees(Rs.),1,2.6,24,Medium,north indian
Muradabadi,new delhi,Kalkaji,"mughlai, biryani",400,Indian Rupees(Rs.),1,3.0,5,Medium,mughlai
New Radhe Radhe Snacks Corner,new delhi,Kalkaji,north indian,150,Indian Rupees(Rs.),1,3.1,9,Low,north indian
Nirula's Ice Cream,new delhi,Kalkaji,"desserts, ice cream",250,Indian Rupees(Rs.),1,3.2,14,Low,desserts
Noor Restaurant,new delhi,Kalkaji,"north indian, mughlai, chinese",550,Indian Rupees(Rs.),2,3.4,20,Medium,north indian
Paul's Homemade,new delhi,Kalkaji,"bakery, desserts",500,Indian Rupees(Rs.),2,3.1,11,Medium,bakery
Pinkom's Bar-Be-Que,new delhi,Kalkaji,"north indian, mughlai",350,Indian Rupees(Rs.),1,3.2,12,Medium,north indian
Prince of China,new delhi,Kalkaji,"thai, chinese, seafood",800,Indian Rupees(Rs.),2,3.1,70,High,thai
Punjabi Corner,new delhi,Kalkaji,north indian,250,Indian Rupees(Rs.),1,3.3,55,Low,north indian
Punjabi Snacks,new delhi,Kalkaji,"street food, north indian, south indian",200,Indian Rupees(Rs.),1,2.9,4,Low,street food
Quality Food Point,new delhi,Kalkaji,"north indian, fast food, mughlai",450,Indian Rupees(Rs.),1,3.0,10,Medium,north indian
Radhe Shyam,new delhi,Kalkaji,street food,150,Indian Rupees(Rs.),1,2.8,10,Low,street food
Raj South Indian Food,new delhi,Kalkaji,"south indian, chinese",250,Indian Rupees(Rs.),1,3.0,8,Low,south indian
Roll Club,new delhi,Kalkaji,fast food,250,Indian Rupees(Rs.),1,3.3,91,Low,fast food
Shameem Kabab Corner,new delhi,Kalkaji,"north indian, mughlai",700,Indian Rupees(Rs.),2,3.3,67,High,north indian
Shiv Dhaba,new delhi,Kalkaji,"north indian, chinese",550,Indian Rupees(Rs.),2,3.1,92,Medium,north indian
Silver Spoons,new delhi,Kalkaji,"north indian, street food",350,Indian Rupees(Rs.),1,2.7,6,Medium,north indian
Takkar Dhaba,new delhi,Kalkaji,north indian,450,Indian Rupees(Rs.),1,2.6,24,Medium,north indian
The Biryani Wallas,new delhi,Kalkaji,biryani,650,Indian Rupees(Rs.),2,3.2,26,Medium,biryani
The Tuck Shop,new delhi,Kalkaji,fast food,700,Indian Rupees(Rs.),2,3.3,17,High,fast food
Uncle Xpress,new delhi,Kalkaji,chinese,400,Indian Rupees(Rs.),1,3.4,80,Medium,chinese
Vaishno Rasoi,new delhi,Kalkaji,north indian,350,Indian Rupees(Rs.),1,2.6,23,Medium,north indian
Vatika,new delhi,Kalkaji,"north indian, mughlai",550,Indian Rupees(Rs.),2,2.7,52,Medium,north indian
Walk To Italy,new delhi,Kalkaji,fast food,300,Indian Rupees(Rs.),1,3.1,11,Medium,fast food
Behrouz Biryani,new delhi,Kalkaji,biryani,600,Indian Rupees(Rs.),2,3.6,30,Medium,biryani
Big Dragon,new delhi,Kalkaji,"chinese, thai",800,Indian Rupees(Rs.),2,3.6,108,High,chinese
Cafe Filter,new delhi,Kalkaji,"fast food, italian, north indian, chinese",600,Indian Rupees(Rs.),2,3.6,22,Medium,fast food
Chowki,new delhi,Kalkaji,north indian,750,Indian Rupees(Rs.),2,3.7,89,High,north indian
Circle Cafe and Bar,new delhi,Kalkaji,"cafe, north indian, lebanese, continental",800,Indian Rupees(Rs.),2,3.5,30,High,cafe
FreshMenu,new delhi,Kalkaji,"italian, chinese, continental, thai, mediterranean, lebanese",600,Indian Rupees(Rs.),2,3.6,36,Medium,italian
Giani's,new delhi,Kalkaji,"ice cream, desserts",400,Indian Rupees(Rs.),1,3.5,80,Medium,ice cream
Gopal's 56,new delhi,Kalkaji,"ice cream, desserts, north indian, street food",200,Indian Rupees(Rs.),1,3.8,71,Low,ice cream
Instapizza,new delhi,Kalkaji,"pizza, fast food",900,Indian Rupees(Rs.),2,3.8,492,High,pizza
Just Vada Pav,new delhi,Kalkaji,street food,150,Indian Rupees(Rs.),1,3.6,94,Low,street food
Khidmat,new delhi,Kalkaji,"north indian, mughlai, chinese",1300,Indian Rupees(Rs.),3,3.6,372,High,north indian
Naivedyam,new delhi,Kalkaji,south indian,500,Indian Rupees(Rs.),2,3.8,495,Medium,south indian
New Shere Punjab Dhaba,new delhi,Kalkaji,north indian,600,Indian Rupees(Rs.),2,3.6,91,Medium,north indian
Sant Sweets,new delhi,Kalkaji,"street food, north indian, mithai",250,Indian Rupees(Rs.),1,3.5,60,Low,street food
Tikka- Way,new delhi,Kalkaji,"north indian, chinese",850,Indian Rupees(Rs.),2,3.5,23,High,north indian
Bake Bite,new delhi,Kalkaji,"bakery, fast food",250,Indian Rupees(Rs.),1,0.0,3,Low,bakery
Chinese Chaat Corner,new delhi,Kalkaji,chinese,200,Indian Rupees(Rs.),1,0.0,0,Low,chinese
Chocofairies,new delhi,Kalkaji,bakery,200,Indian Rupees(Rs.),1,0.0,3,Low,bakery
Punjabi Rasoi,new delhi,Kalkaji,north indian,350,Indian Rupees(Rs.),1,2.4,11,Medium,north indian
Punjabi Xpress,new delhi,Kalkaji,"north indian, chinese",400,Indian Rupees(Rs.),1,2.3,9,Medium,north indian
The Cake Factory,new delhi,Kalkaji,"bakery, fast food",400,Indian Rupees(Rs.),1,2.3,19,Medium,bakery
"34, Chowringhee Lane",new delhi,Kamla Nagar,fast food,300,Indian Rupees(Rs.),1,3.3,86,Medium,fast food
Annapurna Restaurant,new delhi,Kamla Nagar,"north indian, chinese",250,Indian Rupees(Rs.),1,2.5,56,Low,north indian
BTW,new delhi,Kamla Nagar,"street food, north indian, south indian, chinese",400,Indian Rupees(Rs.),1,3.1,10,Medium,street food
Cafe Coffee Day,new delhi,Kamla Nagar,cafe,450,Indian Rupees(Rs.),1,3.3,82,Medium,cafe
Chawla's Chic Inn,new delhi,Kamla Nagar,"north indian, chinese",650,Indian Rupees(Rs.),2,3.3,26,Medium,north indian
Chennai Hot Cafe,new delhi,Kamla Nagar,south indian,300,Indian Rupees(Rs.),1,3.4,75,Medium,south indian
Daawat E Mezbaan,new delhi,Kamla Nagar,"mughlai, north indian",800,Indian Rupees(Rs.),2,3.1,77,High,mughlai
Dessert in Desert,new delhi,Kamla Nagar,"cafe, fast food, desserts",450,Indian Rupees(Rs.),1,3.4,38,Medium,cafe
Domino's Pizza,new delhi,Kamla Nagar,"pizza, fast food",700,Indian Rupees(Rs.),2,3.4,36,High,pizza
Filmy Cafe & Bar,new delhi,Kamla Nagar,"north indian, fast food, chinese, continental",1200,Indian Rupees(Rs.),3,2.9,4,High,north indian
Firenze,new delhi,Kamla Nagar,cafe,500,Indian Rupees(Rs.),2,2.8,25,Medium,cafe
Giani,new delhi,Kamla Nagar,"ice cream, desserts",400,Indian Rupees(Rs.),1,3.4,41,Medium,ice cream
Gullu's,new delhi,Kamla Nagar,"north indian, mughlai",550,Indian Rupees(Rs.),2,3.1,69,Medium,north indian
Manwhar,new delhi,Kamla Nagar,"south indian, north indian, chinese",650,Indian Rupees(Rs.),2,3.2,69,Medium,south indian
Midnight Hunger Hub,new delhi,Kamla Nagar,"north indian, fast food, italian, asian",800,Indian Rupees(Rs.),2,3.3,6,High,north indian
Mini Shop,new delhi,Kamla Nagar,"fast food, beverages",150,Indian Rupees(Rs.),1,3.3,49,Low,fast food
Nine 75 Lounge & Bar,new delhi,Kamla Nagar,"chinese, north indian, italian, continental, fast food",800,Indian Rupees(Rs.),2,3.2,145,High,chinese
Pradhan Ji Multi Cuisine Restaurant,new delhi,Kamla Nagar,"north indian, chinese, continental",650,Indian Rupees(Rs.),2,3.3,41,Medium,north indian
Punjabi Chaap Corner,new delhi,Kamla Nagar,north indian,400,Indian Rupees(Rs.),1,2.9,15,Medium,north indian
Sagar Ratna,new delhi,Kamla Nagar,"south indian, north indian, chinese",600,Indian Rupees(Rs.),2,2.7,109,Medium,south indian
Shiva Coffee & South Indian Fast Food,new delhi,Kamla Nagar,south indian,300,Indian Rupees(Rs.),1,2.7,41,Medium,south indian
The Ice Cafe,new delhi,Kamla Nagar,"cafe, chinese, continental, italian, desserts, beverages",400,Indian Rupees(Rs.),1,3.2,28,Medium,cafe
Tikka Junction,new delhi,Kamla Nagar,"north indian, chinese",750,Indian Rupees(Rs.),2,3.4,21,High,north indian
Trending Eats,new delhi,Kamla Nagar,"italian, fast food",800,Indian Rupees(Rs.),2,3.4,21,High,italian
Twenty Four Seven,new delhi,Kamla Nagar,"fast food, north indian",300,Indian Rupees(Rs.),1,3.3,53,Medium,fast food
Vikrant Cafe,new delhi,Kamla Nagar,"south indian, north indian",550,Indian Rupees(Rs.),2,3.3,145,Medium,south indian
Vishal Restaurant,new delhi,Kamla Nagar,north indian,600,Indian Rupees(Rs.),2,3.1,24,Medium,north indian
Badri Prasad Ramesh Kumar Caterers,new delhi,Kamla Nagar,north indian,200,Indian Rupees(Rs.),1,3.5,12,Low,north indian
Bistro,new delhi,Kamla Nagar,beverages,150,Indian Rupees(Rs.),1,3.9,55,Low,beverages
Chaudhary Sweets Corner,new delhi,Kamla Nagar,"desserts, beverages",300,Indian Rupees(Rs.),1,3.8,36,Medium,desserts
Chowringhee,new delhi,Kamla Nagar,"fast food, beverages",250,Indian Rupees(Rs.),1,3.6,108,Low,fast food
Cones & Curries,new delhi,Kamla Nagar,fast food,250,Indian Rupees(Rs.),1,3.7,151,Low,fast food
Darvesh Corner,new delhi,Kamla Nagar,north indian,550,Indian Rupees(Rs.),2,3.6,91,Medium,north indian
Deez Biryani & Kebabs,new delhi,Kamla Nagar,"biryani, north indian, mughlai",650,Indian Rupees(Rs.),2,3.7,393,Medium,biryani
Frozen Pan,new delhi,Kamla Nagar,"ice cream, fast food, beverages",250,Indian Rupees(Rs.),1,3.9,72,Low,ice cream
Giani's,new delhi,Kamla Nagar,"ice cream, desserts",400,Indian Rupees(Rs.),1,3.8,167,Medium,ice cream
Havmor Ice Cream,new delhi,Kamla Nagar,ice cream,200,Indian Rupees(Rs.),1,3.7,20,Low,ice cream
Keventers,new delhi,Kamla Nagar,beverages,250,Indian Rupees(Rs.),1,3.5,61,Low,beverages
Manohar Bikkaneri,new delhi,Kamla Nagar,"mithai, chinese, street food",200,Indian Rupees(Rs.),1,3.8,83,Low,mithai
Manohar Bikkaneri,new delhi,Kamla Nagar,"bakery, chinese",200,Indian Rupees(Rs.),1,3.6,62,Low,bakery
Nukkadwala,new delhi,Kamla Nagar,"fast food, street food",300,Indian Rupees(Rs.),1,3.7,58,Medium,fast food
Om Di Hatti,new delhi,Kamla Nagar,"street food, north indian",100,Indian Rupees(Rs.),1,3.7,116,Low,street food
Orange Tree Cafe,new delhi,Kamla Nagar,"continental, chinese, north indian",600,Indian Rupees(Rs.),2,3.5,21,Medium,continental
Rigo Noodles,new delhi,Kamla Nagar,"chinese, thai",500,Indian Rupees(Rs.),2,3.5,133,Medium,chinese
Sethi's The Cake Shop,new delhi,Kamla Nagar,"bakery, fast food",200,Indian Rupees(Rs.),1,3.9,150,Low,bakery
Shake Square,new delhi,Kamla Nagar,"beverages, fast food",400,Indian Rupees(Rs.),1,3.6,261,Medium,beverages
Sharma Kachoriwala,new delhi,Kamla Nagar,street food,50,Indian Rupees(Rs.),1,3.7,131,Low,street food
Shawarma Wala,new delhi,Kamla Nagar,fast food,300,Indian Rupees(Rs.),1,3.7,234,Medium,fast food
Shree Rathnam,new delhi,Kamla Nagar,"south indian, north indian, chinese",800,Indian Rupees(Rs.),2,3.5,85,High,south indian
Shri Bankey Bihari Brajwasi Rasgulle Wala,new delhi,Kamla Nagar,"mithai, street food",150,Indian Rupees(Rs.),1,3.5,36,Low,mithai
Sid's Kitchen,new delhi,Kamla Nagar,"north indian, chinese",500,Indian Rupees(Rs.),2,3.8,115,Medium,north indian
